


2022-12-03 00:02:54:748877  ->     Device used:genmet0

2022-12-03 00:02:54:748877  ->     Theta   Phi             X              Y              Z                      |0>            |1>
2022-12-03 00:16:09:672877  ->      46.7    38.2           0.5719252383   0.4500607832   0.6858183529           0.9181008531   0.3114719022 +0.2451042180 *i
2022-12-03 00:16:10:225238  ->      35.6    38.3           0.4568363517   0.3607876108   0.8131007610           0.9521293927   0.2399024519 +0.1894635401 *i
2022-12-03 00:16:10:777654  ->      40.9    38.8           0.5102643733   0.4102630893   0.7558534692           0.9369774461   0.2722927726 +0.2189290100 *i
2022-12-03 00:16:11:329850  ->      39.4    44.7           0.4511661148   0.4464660807   0.7727335735           0.9414705448   0.2396071323 +0.2371110191 *i
2022-12-03 00:16:11:882268  ->      39.4    39.0           0.4932782549   0.3994488548   0.7727335735           0.9414705448   0.2619722187 +0.2121409199 *i
2022-12-03 00:16:12:434571  ->      42.6    34.4           0.5584994992   0.3824125883   0.7360970871           0.9316912276   0.2997234935 +0.2052249592 *i
2022-12-03 00:16:12:986106  ->      37.8    42.5           0.4518824802   0.4140740036   0.7901550124           0.9460853588   0.2388169714 +0.2188354358 *i
2022-12-03 00:16:13:538204  ->      39.4    41.4           0.4761183842   0.4197548197   0.7727335735           0.9414705448   0.2528588849 +0.2229250941 *i
2022-12-03 00:16:14:090142  ->      37.2    52.2           0.3705630621   0.4777270211   0.7965299180           0.9477684100   0.1954924105 +0.2520272970 *i
2022-12-03 00:16:14:642476  ->      39.1    37.1           0.5030168883   0.3804286847   0.7760464071           0.9423498308   0.2668949852 +0.2018510920 *i
2022-12-03 00:16:15:194782  ->      36.1    44.3           0.4216835517   0.4115037421   0.8079898839           0.9507864860   0.2217551248 +0.2164017622 *i
2022-12-03 00:16:15:746823  ->      40.7    60.7           0.3191255156   0.5686749806   0.7581343362           0.9375858191   0.1701846962 +0.3032655619 *i
2022-12-03 00:16:16:299062  ->      46.0    49.4           0.4681277955   0.5461740706   0.6946583705           0.9205048535   0.2542777443 +0.2966709347 *i
2022-12-03 00:16:16:851371  ->      38.6    24.6           0.5672538570   0.2597090928   0.7815204724           0.9438009516   0.3005156204 +0.1375867933 *i
2022-12-03 00:16:17:403264  ->      39.8    50.0           0.4114545837   0.4903524783   0.7682835236           0.9402881270   0.2187917575 +0.2607458630 *i
2022-12-03 00:16:17:955277  ->      38.1    37.7           0.4882133051   0.3773341224   0.7869350220           0.9452341038   0.2582499421 +0.1995982376 *i
2022-12-03 00:16:18:507560  ->      40.0    51.6           0.3992660969   0.5037484442   0.7660444431           0.9396926208   0.2124450528 +0.2680389486 *i
2022-12-03 00:16:19:059537  ->      42.0    51.5           0.4165435963   0.5236670705   0.7431448255           0.9335804265   0.2230892939 +0.2804616805 *i
2022-12-03 00:16:19:611615  ->      32.6    43.5           0.3908105193   0.3708653351   0.8424523970           0.9598052920   0.2035884374 +0.1931982133 *i
2022-12-03 00:16:20:163791  ->      34.6    50.1           0.3642431611   0.4356299329   0.8231363685           0.9547607995   0.1907510034 +0.2281356404 *i
2022-12-03 00:16:20:715801  ->      44.2    38.2           0.5478720018   0.4311327526   0.7169106077           0.9265286309   0.2956584306 +0.2326602429 *i
2022-12-03 00:16:21:267904  ->      39.2    42.7           0.4644875591   0.4286167832   0.7749444887           0.9420574528   0.2465282546 +0.2274897258 *i
2022-12-03 00:16:21:820185  ->      38.5    33.0           0.5220847039   0.3390457710   0.7826081569           0.9440890204   0.2765018407 +0.1795623949 *i
2022-12-03 00:16:22:372480  ->      36.6    42.2           0.4416861278   0.4004965244   0.8028174752           0.9494254776   0.2326070546 +0.2109151976 *i
2022-12-03 00:16:22:924882  ->      35.2    37.1           0.4597531514   0.3477085775   0.8171448983           0.9531906678   0.2411653654 +0.1823919334 *i
2022-12-03 00:16:23:477247  ->      43.4    35.8           0.5572718205   0.4019171128   0.7265746710           0.9291325715   0.2998882170 +0.2162862035 *i
2022-12-03 00:16:24:029533  ->      40.9    44.2           0.4693906346   0.4564624467   0.7558534692           0.9369774461   0.2504812878 +0.2435824088 *i
2022-12-03 00:16:24:581784  ->      44.9    41.6           0.5278494127   0.4686466385   0.7083398377           0.9242131350   0.2855669286 +0.2535381833 *i
2022-12-03 00:16:25:134122  ->      38.8    45.7           0.4376296798   0.4484557947   0.7793379649           0.9432226579   0.2319864117 +0.2377253085 *i
2022-12-03 00:16:25:685744  ->      42.3    36.7           0.5396050416   0.4022092023   0.7396310950           0.9326390231   0.2892893329 +0.2156296232 *i
2022-12-03 00:16:26:237857  ->      35.4    45.1           0.4088981110   0.4103279316   0.8151277957           0.9526614813   0.2146082943 +0.2153587290 *i
2022-12-03 00:16:26:790093  ->      41.4    60.3           0.3276526962   0.5744363271   0.7501110696           0.9354440308   0.1751321754 +0.3070393889 *i
2022-12-03 00:16:27:342352  ->      40.4    49.0           0.4252049130   0.4891422985   0.7615383075           0.9384930228   0.2265360011 +0.2605998588 *i
2022-12-03 00:16:27:894530  ->      39.6    25.8           0.5738847833   0.2774267438   0.7705132428           0.9408807690   0.3049721082 +0.1474292774 *i
2022-12-03 00:16:28:446868  ->      36.5    49.2           0.3886694646   0.4502779086   0.8038568606           0.9496991262   0.2046276836 +0.2370634531 *i
2022-12-03 00:16:28:999192  ->      37.5    37.5           0.4829629131   0.3705904774   0.7933533403           0.9469301295   0.2550150735 +0.1956799482 *i
2022-12-03 00:16:29:551415  ->      41.6    52.8           0.4014092005   0.5288370917   0.7477980905           0.9348256764   0.2146973552 +0.2828533197 *i
2022-12-03 00:16:30:103673  ->      34.7    51.1           0.3574865102   0.4430378887   0.8221440410           0.9545009275   0.1872635740 +0.2320782914 *i
2022-12-03 00:16:30:655959  ->      37.6    49.3           0.3978746875   0.4625719988   0.7922896434           0.9466492601   0.2101489455 +0.2443206889 *i
2022-12-03 00:16:31:212485  ->      33.0    31.1           0.4663564787   0.2813242138   0.8386705679           0.9588197349   0.2431929912 +0.1467033914 *i
2022-12-03 00:16:31:764748  ->      39.2    42.8           0.4637387746   0.4294268137   0.7749444887           0.9420574528   0.2461308348 +0.2279196521 *i
2022-12-03 00:16:32:316860  ->      34.1    38.1           0.4411864595   0.3459343726   0.8280603346           0.9560492494   0.2307341697 +0.1809186989 *i
2022-12-03 00:16:32:869087  ->      43.1    35.0           0.5597051085   0.3919097362   0.7301622766           0.9300973811   0.3008852191 +0.2106820985 *i
2022-12-03 00:16:33:421288  ->      43.2    43.6           0.4957297519   0.4720770629   0.7289686274           0.9297764859   0.2665854426 +0.2538658861 *i
2022-12-03 00:16:33:973183  ->      43.7    41.7           0.5158391876   0.4595959513   0.7229671459           0.9281613938   0.2778822687 +0.2475840702 *i
2022-12-03 00:16:34:525287  ->      39.1    48.6           0.4170733946   0.4730769045   0.7760464071           0.9423498308   0.2212943543 +0.2510091736 *i
2022-12-03 00:16:35:077411  ->      35.5    36.7           0.4655934864   0.3470426893   0.8141155184           0.9523957996   0.2444327698 +0.1821945715 *i
2022-12-03 00:16:35:629662  ->      40.5    45.0           0.4592291190   0.4592291190   0.7604059656           0.9381913359   0.2447417181 +0.2447417181 *i
2022-12-03 00:16:36:181948  ->      36.8    61.9           0.2821472320   0.5284148096   0.8007313709           0.9488760116   0.1486744467 +0.2784424957 *i
2022-12-03 00:16:36:734337  ->      41.8    47.6           0.4494444361   0.4922044624   0.7454759997           0.9342044743   0.2405492847 +0.2634350808 *i
2022-12-03 00:16:37:285883  ->      44.0    28.4           0.6110552442   0.3303963380   0.7193398003           0.9271838546   0.3295221553 +0.1781719647 *i
2022-12-03 00:16:37:838263  ->      38.0    49.4           0.4006566147   0.4674540932   0.7880107536           0.9455185756   0.2118713609 +0.2471945583 *i
2022-12-03 00:16:38:390438  ->      42.3    38.9           0.5237673775   0.4226269958   0.7396310950           0.9326390231   0.2807985536 +0.2265758698 *i
2022-12-03 00:16:38:942442  ->      37.8    47.4           0.4148620563   0.4511590969   0.7901550124           0.9460853588   0.2192519165 +0.2384346680 *i
2022-12-03 00:16:39:494763  ->      38.4    52.4           0.3789903142   0.4921289533   0.7836934573           0.9443763702   0.2006563941 +0.2605576383 *i
2022-12-03 00:16:40:046900  ->      42.4    46.2           0.4667137947   0.4866846451   0.7384553406           0.9323238012   0.2502959777 +0.2610062322 *i
2022-12-03 00:16:40:599252  ->      39.4    45.9           0.4417170865   0.4558166735   0.7727335735           0.9414705448   0.2345889040 +0.2420769699 *i
2022-12-03 00:16:41:151240  ->      43.6    38.6           0.5389517916   0.4302395628   0.7241718614           0.9284858269   0.2902315663 +0.2316888155 *i
2022-12-03 00:16:41:703622  ->      41.3    45.5           0.4626012835   0.4707464861   0.7512641335           0.9357521396   0.2471815259 +0.2515337482 *i
2022-12-03 00:16:42:255875  ->      36.0    34.8           0.4826593951   0.3354570184   0.8090169944           0.9510565163   0.2537490605 +0.1763601913 *i
2022-12-03 00:16:42:807768  ->      33.3    41.4           0.4118280933   0.3630753039   0.8358073614           0.9580728995   0.2149252387 +0.1894820864 *i
2022-12-03 00:16:43:359439  ->      40.3    34.2           0.5349472623   0.3635497840   0.7626683297           0.9387939949   0.2849119536 +0.1936259637 *i
2022-12-03 00:16:43:911527  ->      40.5    39.1           0.5040018245   0.4095911723   0.7604059656           0.9381913359   0.2686028986 +0.2182876544 *i
2022-12-03 00:16:44:463603  ->      36.8    45.4           0.4206062485   0.4265204043   0.8007313709           0.9488760116   0.2216339350 +0.2247503357 *i
2022-12-03 00:16:45:015711  ->      41.7    40.9           0.5028166714   0.4355534637   0.7466381823           0.9345154312   0.2690253444 +0.2330370635 *i
2022-12-03 00:16:45:567834  ->      46.7    42.3           0.5382833616   0.4898001729   0.6858183529           0.9181008531   0.2931504528 +0.2667463881 *i
2022-12-03 00:16:46:120094  ->      46.0    37.1           0.5737338641   0.4339115135   0.6946583705           0.9205048535   0.3116408686 +0.2356921378 *i
2022-12-03 00:16:46:672347  ->      36.7    44.9           0.4233216996   0.4218466012   0.8017756442           0.9491511061   0.2230001614 +0.2222230994 *i
2022-12-03 00:16:47:224777  ->      42.0    60.6           0.3284787263   0.5829558257   0.7431448255           0.9335804265   0.1759241716 +0.3122151071 *i
2022-12-03 00:16:47:776963  ->      39.5    44.7           0.4521240643   0.4474140507   0.7716245834           0.9411760153   0.2401910254 +0.2376888294 *i
2022-12-03 00:16:48:329369  ->      39.3    27.8           0.5602766700   0.2954003772   0.7738402097           0.9417643574   0.2974611778 +0.1568334875 *i
2022-12-03 00:16:48:881625  ->      42.8    51.2           0.4257405108   0.5295144034   0.7337298645           0.9310558159   0.2286331837 +0.2843623306 *i
2022-12-03 00:16:49:433749  ->      34.6    46.1           0.3937438910   0.4091604418   0.8231363685           0.9547607995   0.2062002814 +0.2142737961 *i
2022-12-03 00:16:49:986152  ->      41.7    39.1           0.5162496266   0.4195446910   0.7466381823           0.9345154312   0.2762124676 +0.2244717835 *i
2022-12-03 00:16:50:537993  ->      35.1    53.1           0.3452447830   0.4598228786   0.8181497174           0.9534541723   0.1810494899 +0.2411352805 *i
2022-12-03 00:16:51:090107  ->      41.8    41.8           0.4968839596   0.4442655339   0.7454759997           0.9342044743   0.2659396167 +0.2377774599 *i
2022-12-03 00:16:51:642338  ->      34.5    52.7           0.3432356094   0.4505611409   0.8241261886           0.9550199445   0.1797007546 +0.2358909589 *i
2022-12-03 00:16:52:194482  ->      37.0    40.2           0.4596639247   0.3884461333   0.7986355100           0.9483236552   0.2423560364 +0.2048067298 *i
2022-12-03 00:16:52:746578  ->      39.5    49.8           0.4105615773   0.4858340185   0.7716245834           0.9411760153   0.2181109434 +0.2580994472 *i
2022-12-03 00:16:53:298898  ->      41.1    31.9           0.5580929718   0.3473822802   0.7535633923           0.9363662190   0.2980099882 +0.1854948807 *i
2022-12-03 00:16:53:851655  ->      40.6    41.6           0.4866477170   0.4320660614   0.7592713073           0.9378889346   0.2594378178 +0.2303396732 *i
2022-12-03 00:16:54:403792  ->      37.8    34.5           0.5051127541   0.3471543778   0.7901550124           0.9460853588   0.2669488273 +0.1834688459 *i
2022-12-03 00:16:54:955593  ->      40.2    39.5           0.4980510194   0.4105615773   0.7637960286           0.9390942521   0.2651762687 +0.2185944469 *i
2022-12-03 00:16:55:507505  ->      36.2    45.2           0.4161609580   0.4190764986   0.8069603121           0.9505157316   0.2189132405 +0.2204469030 *i
2022-12-03 00:16:56:059792  ->      43.6    41.0           0.5204624764   0.4524311282   0.7241718614           0.9284858269   0.2802748633 +0.2436392216 *i
2022-12-03 00:16:56:612244  ->      40.9    43.3           0.4765025275   0.4490332665   0.7558534692           0.9369774461   0.2542764127 +0.2396179696 *i
2022-12-03 00:16:57:164559  ->      38.9    37.0           0.5015135968   0.3779176021   0.7782431485           0.9429324336   0.2659329444 +0.2003948473 *i
2022-12-03 00:16:57:716598  ->      42.7    45.0           0.4795313013   0.4795313013   0.7349145951           0.9313738764   0.2574322264 +0.2574322264 *i
2022-12-03 00:16:58:268581  ->      37.5    62.7           0.2792081582   0.5409558964   0.7933533403           0.9469301295   0.1474280676 +0.2856366481 *i
2022-12-03 00:16:58:820962  ->      44.9    45.2           0.4973812565   0.5008658103   0.7083398377           0.9242131350   0.2690836333 +0.2709687795 *i
2022-12-03 00:16:59:373086  ->      46.2    27.1           0.6425201969   0.3287941962   0.6921431739           0.9198214973   0.3492635249 +0.1787271754 *i
2022-12-03 00:16:59:924965  ->      40.1    49.2           0.4208836512   0.4875984030   0.7649214009           0.9393937941   0.2240187522 +0.2595282224 *i
2022-12-03 00:17:00:477906  ->      39.7    45.6           0.4469224250   0.4563821542   0.7693995550           0.9405848061   0.2375768895 +0.2426055318 *i
2022-12-03 00:17:01:029821  ->      34.1    31.5           0.4780233245   0.2929330700   0.8280603346           0.9560492494   0.2499993200 +0.1531997803 *i
2022-12-03 00:17:01:582089  ->      39.4    53.2           0.3802185561   0.5082486340   0.7727335735           0.9414705448   0.2019280147 +0.2699227484 *i
2022-12-03 00:17:02:134318  ->      41.8    47.6           0.4494444361   0.4922044624   0.7454759997           0.9342044743   0.2405492847 +0.2634350808 *i
2022-12-03 00:17:02:686421  ->      39.5    57.6           0.3408277541   0.5370586042   0.7716245834           0.9411760153   0.1810648320 +0.2853125215 *i
2022-12-03 00:17:03:238390  ->      40.1    42.7           0.4733758566   0.4368186681   0.7649214009           0.9393937941   0.2519581562 +0.2325002948 *i
2022-12-03 00:17:03:790754  ->      43.9    49.1           0.4539984773   0.5241101774   0.7205511117           0.9275104074   0.2447403682 +0.2825360089 *i
2022-12-03 00:17:04:342976  ->      42.2    32.2           0.5684053722   0.3579439662   0.7408045963           0.9329535348   0.3046268389 +0.1918337585 *i
2022-12-03 00:17:04:895273  ->      38.5    41.8           0.4640697211   0.4149262185   0.7826081569           0.9440890204   0.2457764634 +0.2197495202 *i
2022-12-03 00:17:05:447564  ->      38.1    34.7           0.5072923678   0.3512658889   0.7869350220           0.9452341038   0.2683421841 +0.1858089375 *i
2022-12-03 00:17:05:999593  ->      39.5    38.5           0.4978000036   0.3959680022   0.7716245834           0.9411760153   0.2644563798 +0.2103581029 *i
2022-12-03 00:17:06:551700  ->      41.2    45.2           0.4641351273   0.4673867654   0.7524149089           0.9360595357   0.2479196620 +0.2496565376 *i
2022-12-03 00:17:07:103934  ->      41.5    41.1           0.4993262113   0.4355900171   0.7489557208           0.9351352097   0.2669807565 +0.2329021582 *i
2022-12-03 00:17:07:655419  ->      44.1    38.0           0.5483867673   0.4284466990   0.7181262978           0.9268565956   0.2958315072 +0.2311289044 *i
2022-12-03 00:17:08:207447  ->      39.5    38.4           0.4984903396   0.3950985746   0.7716245834           0.9411760153   0.2648231210 +0.2098962193 *i
2022-12-03 00:17:08:759797  ->      38.3    44.2           0.4443261623   0.4320883124   0.7847763705           0.9446630009   0.2351770747 +0.2286997120 *i
2022-12-03 00:17:09:312253  ->      39.1    61.6           0.2999646821   0.5547730739   0.7760464071           0.9423498308   0.1591578161 +0.2943562230 *i
2022-12-03 00:17:09:864470  ->      42.4    45.7           0.4709430945   0.4825933191   0.7384553406           0.9323238012   0.2525641273 +0.2588120771 *i
2022-12-03 00:17:10:416567  ->      34.8    26.5           0.5107511824   0.2546511458   0.8211492091           0.9542403285   0.2676218805 +0.1334313475 *i
2022-12-03 00:17:10:968684  ->      38.5    50.4           0.3968057634   0.4796557714   0.7826081569           0.9440890204   0.2101527265 +0.2540310082 *i
2022-12-03 00:17:11:521110  ->      41.1    45.0           0.4648344941   0.4648344941   0.7535633923           0.9363662190   0.2482119093 +0.2482119093 *i
2022-12-03 00:17:12:073524  ->      39.3    41.9           0.4714326967   0.4229923668   0.7738402097           0.9417643574   0.2502922801 +0.2245744190 *i
2022-12-03 00:17:12:625966  ->      34.7    53.1           0.3418069397   0.4552441013   0.8221440410           0.9545009275   0.1790500826 +0.2384723200 *i
2022-12-03 00:17:13:178113  ->      39.7    43.3           0.4648778161   0.4380786925   0.7693995550           0.9405848061   0.2471216912 +0.2328757012 *i
2022-12-03 00:17:13:730206  ->      44.5    56.9           0.3827679237   0.5871648094   0.7132504492           0.9255405040   0.2067807525 +0.3172010338 *i
2022-12-03 00:17:14:282626  ->      42.3    39.5           0.5193130004   0.4280886018   0.7396310950           0.9326390231   0.2784105037 +0.2295039084 *i
2022-12-03 00:17:14:834849  ->      38.6    48.5           0.4133951285   0.4672581930   0.7815204724           0.9438009516   0.2190054628 +0.2475406452 *i
2022-12-03 00:17:15:387000  ->      37.1    32.7           0.5076060254   0.3258772766   0.7975839288           0.9480463936   0.2677115956 +0.1718677898 *i
2022-12-03 00:17:15:939089  ->      36.5    42.1           0.4413441374   0.3987850298   0.8038568606           0.9496991262   0.2323599787 +0.2099533520 *i
2022-12-03 00:17:16:491338  ->      42.9    35.0           0.5576138914   0.3904454502   0.7325428988           0.9307370463   0.2995550105 +0.2097506765 *i
2022-12-03 00:17:17:043227  ->      40.4    39.6           0.4993849667   0.4131271732   0.7615383075           0.9384930228   0.2660568350 +0.2201013557 *i
2022-12-03 00:17:17:595495  ->      36.8    45.3           0.4213500261   0.4257856587   0.8007313709           0.9488760116   0.2220258605 +0.2243631694 *i
2022-12-03 00:17:18:147583  ->      36.9    40.4           0.4572430022   0.3891442970   0.7996846585           0.9486001946   0.2410093340 +0.2051150207 *i
2022-12-03 00:17:18:699431  ->      42.2    38.7           0.5242311731   0.4199883656   0.7408045963           0.9329535348   0.2809524556 +0.2250853606 *i
2022-12-03 00:17:19:251715  ->      37.7    38.1           0.4812320448   0.3773341224   0.7912235330           0.9463676698   0.2542521581 +0.1993591574 *i
2022-12-03 00:17:19:804085  ->      40.9    44.3           0.4685932428   0.4572809923   0.7558534692           0.9369774461   0.2500557750 +0.2440192099 *i
2022-12-03 00:17:20:356186  ->      41.5    62.0           0.3110812696   0.5850587766   0.7489557208           0.9351352097   0.1663295673 +0.3128204192 *i
2022-12-03 00:17:20:908560  ->      36.4    46.3           0.4099826712   0.4290223588   0.8048937974           0.9499720515   0.2157867016 +0.2258078846 *i
2022-12-03 00:17:21:461042  ->      40.2    26.0           0.5801335269   0.2829500268   0.7637960286           0.9390942521   0.3088792874 +0.1506504944 *i
2022-12-03 00:17:22:012986  ->      41.9    53.2           0.4000474606   0.5347544777   0.7443115462           0.9338928060   0.2141827510 +0.2863039924 *i
2022-12-03 00:17:22:565390  ->      34.6    40.4           0.4324347646   0.3680308319   0.8231363685           0.9547607995   0.2264623583 +0.1927345740 *i
2022-12-03 00:17:23:117805  ->      41.0    43.3           0.4774618887   0.4499373227   0.7547095802           0.9366721892   0.2548713916 +0.2401786494 *i
2022-12-03 00:17:23:669973  ->      35.6    52.9           0.3511412254   0.4642919256   0.8131007610           0.9521293927   0.1843978498 +0.2438176624 *i
2022-12-03 00:17:24:222169  ->      41.0    44.0           0.4719293709   0.4557368960   0.7547095802           0.9366721892   0.2519181077 +0.2432744888 *i
2022-12-03 00:17:24:775065  ->      45.2    49.4           0.4617703407   0.5387567008   0.7046342100           0.9232102171   0.2500894878 +0.2917844120 *i
2022-12-03 00:17:25:327390  ->      38.1    39.3           0.4774871710   0.3908187210   0.7869350220           0.9452341038   0.2525761444 +0.2067311788 *i
2022-12-03 00:17:25:879567  ->      36.3    42.3           0.4378713557   0.3984322775   0.8059282822           0.9502442534   0.2303993705 +0.2096472965 *i
2022-12-03 00:17:26:431533  ->      39.8    33.2           0.5356209532   0.3505005304   0.7682835236           0.9402881270   0.2848174606 +0.1863793237 *i
2022-12-03 00:17:26:983848  ->      44.3    42.3           0.5165696623   0.4700422267   0.7156927337           0.9261999605   0.2788650855 +0.2537477039 *i
2022-12-03 00:17:27:535988  ->      37.7    37.5           0.4851570200   0.3722740749   0.7912235330           0.9463676698   0.2563258633 +0.1966857527 *i
2022-12-03 00:17:28:088267  ->      40.5    35.5           0.5287257345   0.3771364012   0.7604059656           0.9381913359   0.2817792673 +0.2009911981 *i
2022-12-03 00:17:28:640760  ->      40.1    44.1           0.4625621175   0.4482538765   0.7649214009           0.9393937941   0.2462024555 +0.2385867776 *i
2022-12-03 00:17:29:192924  ->      35.8    41.6           0.4374302324   0.3883687337   0.8110638190           0.9515944039   0.2298406919 +0.2040621152 *i
2022-12-03 00:17:29:745109  ->      40.6    46.5           0.4479634102   0.4720549385   0.7592713073           0.9378889346   0.2388147432 +0.2516582300 *i
2022-12-03 00:17:30:297371  ->      37.2    37.5           0.4796607273   0.3680566211   0.7965299180           0.9477684100   0.2530474334 +0.1941701249 *i
2022-12-03 00:17:30:849615  ->      41.4    43.8           0.4773086028   0.4577224934   0.7501110696           0.9354440308   0.2551240839 +0.2446552003 *i
2022-12-03 00:17:31:401854  ->      41.3    55.8           0.3709759669   0.5458745586   0.7512641335           0.9357521396   0.1982234137 +0.2916768958 *i
2022-12-03 00:17:31:953884  ->      43.8    46.7           0.4746844915   0.5037229463   0.7217602281           0.9278362539   0.2558018667 +0.2714503471 *i
2022-12-03 00:17:32:506064  ->      40.9    24.8           0.5943589650   0.2746323978   0.7558534692           0.9369774461   0.3171682346 +0.1465522990 *i
2022-12-03 00:17:33:057984  ->      40.8    50.4           0.4165059684   0.5034692285   0.7569950557           0.9372819895   0.2221881851 +0.2685793785 *i
2022-12-03 00:17:33:610063  ->      39.3    37.3           0.5038376875   0.3838214618   0.7738402097           0.9417643574   0.2674966851 +0.2037778658 *i
2022-12-03 00:17:34:162436  ->      44.1    53.3           0.4158949873   0.5579659308   0.7181262978           0.9268565956   0.2243577859 +0.3009990615 *i
2022-12-03 00:17:34:714638  ->      40.6    50.8           0.4113083747   0.5043138931   0.7592713073           0.9378889346   0.2192734979 +0.2688558711 *i
2022-12-03 00:17:35:266943  ->      44.9    49.6           0.4574894126   0.5375482413   0.7083398377           0.9242131350   0.2475021157 +0.2908140022 *i
2022-12-03 00:17:35:818936  ->      38.0    48.2           0.4103583640   0.4589608538   0.7880107536           0.9455185756   0.2170017462 +0.2427032454 *i
2022-12-03 00:17:36:371289  ->      40.0    38.1           0.5058320817   0.3966230153   0.7660444431           0.9396926208   0.2691476290 +0.2110386985 *i
2022-12-03 00:17:36:923203  ->      39.2    41.4           0.4740921763   0.4179684771   0.7749444887           0.9420574528   0.2516259358 +0.2218381033 *i
2022-12-03 00:17:37:475588  ->      38.7    33.7           0.5201732053   0.3469124037   0.7804304073           0.9435121640   0.2756579221 +0.1838409810 *i
2022-12-03 00:17:38:027751  ->      48.4    42.4           0.5522154936   0.5042420379   0.6639262127           0.9121201162   0.3027098536 +0.2764120804 *i
2022-12-03 00:17:38:579968  ->      40.3    34.0           0.5362130288   0.3616802547   0.7626683297           0.9387939949   0.2855860986 +0.1926302558 *i
2022-12-03 00:17:39:132186  ->      38.3    37.5           0.4917037651   0.3772975691   0.7847763705           0.9446630009   0.2602535320 +0.1996995588 *i
2022-12-03 00:17:39:684169  ->      43.6    43.7           0.4985722733   0.4764460131   0.7241718614           0.9284858269   0.2684867442 +0.2565715056 *i
2022-12-03 00:17:40:236508  ->      40.9    41.6           0.4896139303   0.4346995887   0.7558534692           0.9369774461   0.2612730607 +0.2319690781 *i
2022-12-03 00:17:40:788601  ->      37.9    47.5           0.4150050659   0.4528985564   0.7890840848           0.9458023273   0.2193931300 +0.2394255878 *i
2022-12-03 00:17:41:340696  ->      39.6    36.6           0.5117351181   0.3800480386   0.7705132428           0.9408807690   0.2719447219 +0.2019639741 *i
2022-12-03 00:17:41:892939  ->      36.7    45.0           0.4225847940   0.4225847940   0.8017756442           0.9491511061   0.2226119694 +0.2226119694 *i
2022-12-03 00:17:42:445673  ->      36.6    62.3           0.2771503906   0.5278937038   0.8028174752           0.9494254776   0.1459568956 +0.2780069190 *i
2022-12-03 00:17:42:998288  ->      35.7    49.3           0.3805262925   0.4424026289   0.8120835269           0.9518622608   0.1998851663 +0.2323879447 *i
2022-12-03 00:17:43:550363  ->      40.9    25.2           0.5924272006   0.2787750798   0.7558534692           0.9369774461   0.3161373857 +0.1487629617 *i
2022-12-03 00:17:44:102803  ->      38.4    49.3           0.4050494761   0.4709134601   0.7836934573           0.9443763702   0.2144534154 +0.2493250969 *i
2022-12-03 00:17:44:655148  ->      36.9    37.9           0.4737820440   0.3688292583   0.7996846585           0.9486001946   0.2497269380 +0.1944071171 *i
2022-12-03 00:17:45:207381  ->      40.9    58.9           0.3381954521   0.5606330077   0.7558534692           0.9369774461   0.1804715009 +0.2991710260 *i
2022-12-03 00:17:45:759699  ->      44.4    47.0           0.4771692508   0.5117013740   0.7144726796           0.9258705848   0.2576867970 +0.2763352581 *i
2022-12-03 00:17:46:312127  ->      40.0    53.3           0.3841460397   0.5153714499   0.7660444431           0.9396926208   0.2043998384 +0.2742234208 *i
2022-12-03 00:17:46:864368  ->      42.0    32.7           0.5630806198   0.3614913332   0.7431448255           0.9335804265   0.3015704934 +0.1936048159 *i
2022-12-03 00:17:47:416726  ->      35.5    38.6           0.4538312483   0.3622887258   0.8141155184           0.9523957996   0.2382576910 +0.1901986159 *i
2022-12-03 00:17:47:968967  ->      39.6    36.2           0.5143758617   0.3764662210   0.7705132428           0.9408807690   0.2733480579 +0.2000605355 *i
2022-12-03 00:17:48:521021  ->      44.6    37.7           0.5555600193   0.4293855783   0.7120260460           0.9252097184   0.3002346431 +0.2320477021 *i
2022-12-03 00:17:49:072999  ->      38.7    45.1           0.4413410159   0.4428842817   0.7804304073           0.9435121640   0.2338819958 +0.2346998261 *i
2022-12-03 00:17:49:625224  ->      37.0    40.0           0.4610170543   0.3868392402   0.7986355100           0.9483236552   0.2430694688 +0.2039595016 *i
2022-12-03 00:17:50:177154  ->      43.9    34.5           0.5714506059   0.3927471202   0.7205511117           0.9275104074   0.3080561692 +0.2117211392 *i
2022-12-03 00:17:50:729579  ->      39.9    41.3           0.4818981016   0.4233578267   0.7671651518           0.9399907318   0.2563313048 +0.2251925537 *i
2022-12-03 00:17:51:281523  ->      43.7    42.6           0.5085565303   0.4676417019   0.7229671459           0.9281613938   0.2739591055 +0.2519183113 *i
2022-12-03 00:17:51:833584  ->      42.1    56.0           0.3748978076   0.5558088568   0.7419758410           0.9332673360   0.2008523138 +0.2977758008 *i
2022-12-03 00:17:52:386058  ->      44.8    38.1           0.5545013375   0.4347845864   0.7095707365           0.9245460336   0.2998776250 +0.2351340932 *i
2022-12-03 00:17:52:938463  ->      38.3    38.7           0.4836944022   0.3875122882   0.7847763705           0.9446630009   0.2560142621 +0.2051061002 *i
2022-12-03 00:17:53:490620  ->      38.4    54.5           0.3607023519   0.5056860471   0.7836934573           0.9443763702   0.1909738338 +0.2677354406 *i
2022-12-03 00:17:54:042656  ->      41.8    49.4           0.4337621466   0.5060789801   0.7454759997           0.9342044743   0.2321558923 +0.2708609271 *i
